Subject,Gender,Handedness,Age_in_Yrs,PicSeq_Unadj,PicSeq_AgeAdj,CardSort_Unadj,CardSort_AgeAdj,Flanker_Unadj,Flanker_AgeAdj,PMAT24_A_CR,PMAT24_A_SI,PMAT24_A_RTCR,ReadEng_Unadj,ReadEng_AgeAdj,PicVocab_Unadj,PicVocab_AgeAdj,ProcSpeed_Unadj,ProcSpeed_AgeAdj,ListSort_Unadj,ListSort_AgeAdj,CogFluidComp_Unadj,CogFluidComp_AgeAdj,CogEarlyComp_Unadj,CogEarlyComp_AgeAdj,CogTotalComp_Unadj,CogTotalComp_AgeAdj,CogCrystalComp_Unadj,CogCrystalComp_AgeAdj
100206,1,65,27,125.07,118.78,119.14,104.94,130.42,116.55,20,0,18574.5,113.546,103.4441,119.8914,117.0361,138.72,131.89,112.89,103.57,134.34,130.07,133.56,128.23,137.66,133.76,117.33,113.89
100307,0,95,27,110.61,103.45,123.75,109.92,112.56,101.9,17,2,11839,111.07,98.73,107.2,96.81,122.65,112.36,108.06,98.44,118.16,107.88,116.2,104.11,116.73,106.85,109.38,97.42
100408,1,55,33,125.71,125.19,111.14,100.77,121.18,113.51,7,12,3042,131.81,125.64,134.24,132.63,107.08,96,108.06,102.63,116.64,113.77,132.46,129.99,137.53,133.96,134.34,134.57
100610,1,85,27,109.04,101.69,129.84,115.18,126.53,114.18,23,0,12280,141.3166,132.4124,140.8151,146.5971,111.11,96.12,117.39,108.26,124.23,115.63,138.14,133.47,153.36,153.36,144.96,149.19
101006,0,90,35,84.68,70,105.19,94.3,101.85,92.33,11,8,6569,113.5374,101.1697,95.42348,69.45302,90.59,71.99,93.9,84.01,91.44,72.02,94.34,71.34,94.39,72.15,104.51,82.93
101107,1,5,22,105.6,97.37,119.76,105.69,107.04,96.19,14,5,6880,119.2434,112.9757,119.8459,116.9699,112.27,97.87,130.38,123.73,117.37,106.57,115.48,102.96,126.37,120.13,120.73,118.74
101309,1,45,29,102.89,93.36,99.76,86.03,113.67,103.37,15,4,12558,106.9173,92.68638,123.3551,121.3679,105.28,87.33,117.39,108.26,107.14,90.01,110.35,95.03,112.6,100.32,115.59,110.72
101410,1,75,29,114.48,111.31,116.89,106.84,108.46,100.58,19,0,21640,113.5714,101.2901,112.2394,99.97051,104.06,91.83,112.89,107.32,112.21,106.16,115.41,106.92,114.91,105.44,113.32,100.14
101915,0,-75,35,95.13,84.96,102.25,90.94,98.94,89.1,21,0,51977,120.95,113.58,121.63,113.17,103.25,90.69,117.39,112.66,101.27,87.99,103.15,86.62,113.58,103.22,122.72,117.73
102008,1,80,24,113.72,107.36,119.59,105.44,115.5,105.49,20,0,23596,128.1398,123.9263,124.8017,123.7913,137.25,130.65,100.43,89.14,121.39,112.08,124.52,116.11,135.31,131.66,127.84,129.31
102109,1,-25,27,108.89,101.07,112.47,97.83,110.38,99.78,21,0,20678,115.1095,106.2624,122.3403,119.7597,93.82,71.1,121.89,113.85,109.52,93.65,116.19,104.1,118.46,109.51,119.86,117.69
102311,0,10,26,118.8,112.67,102.83,88.48,111.75,101.18,20,0,22781.5,110.8,98.26,116.52,112.16,91.68,68.81,121.89,113.85,109.45,93.44,114.41,101.4,113.37,101.53,114.22,107.45
102513,1,50,30,116.13,113.29,102.84,91.6,86.31,72.81,18,1,26980,124.8705,118.5772,121.2287,112.5362,60.09,46.07,112.89,107.32,91.92,72.82,106.09,91.18,107.41,92.5,124.14,120.41
102614,1,80,23,135.55,130.24,124.08,110.24,124.64,112.7,18,1,13084,106.7909,92.45191,112.6225,107.1083,152.77,143.56,117.39,108.26,142.47,139.94,134.72,129.33,137.81,134.26,109.88,98.7
102715,1,95,26,105.63,97.39,116.16,101.68,104.59,93.3,22,0,17855,121.6283,116.2795,124.4154,123.2858,126.95,118.18,117.39,108.26,115.9,104.28,114.81,102.02,127.39,122.45,124.12,124.02
102816,0,100,30,114.48,111.31,117.1,106.96,96.95,86.93,17,2,15126,100.9,82.73,99.04,75.35,104.82,93.01,117.39,112.66,110.62,102.9,106.42,91.8,103.85,86.38,100.2,75.59
103010,1,70,25,108.04,99.78,108.06,93.54,85.74,71.24,19,0,14189,115.394,106.7579,105.4383,93.02147,105.28,87.33,126.18,118.14,105.67,87.61,99.77,77.89,107.7,91.51,110.66,100.28
103111,1,70,30,110.7,106.3,107.69,96.85,103.86,94.84,21,0,16468,118.7641,110.2203,123.1029,114.8949,97.15,81.57,126.18,122.75,109.13,100.56,112.58,102.43,120.2,113.45,122.41,117.11
103212,1,45,34,103.28,96.62,101.41,90.09,95.94,85.86,15,4,7730,127.1703,121.4059,124.138,117.5293,100.29,86.51,130.38,127.41,105.1,94.11,105.49,90.18,120.74,114.23,127.06,124.11
103414,0,75,25,92.36,78.81,107.52,92.93,102.76,91.22,17,2,7301,111.35,99.07,108.83,99.8,110.41,94.9,112.89,103.57,103.52,84.22,101.13,79.82,105.82,88.44,110.27,99.49
103515,0,100,28,99.4,87.38,103.94,89.34,106.97,96.09,8,11,6731,87.66,67.27,102.58,87.36,102.02,82.95,96.99,85.26,99.21,77.63,101.54,80.59,93.91,69.84,95.79,71.99
103818,0,100,32,101.01,92.52,107.93,97.14,101.75,92.26,16,3,12518.5,120.49,112.95,130.89,128.16,107,95.98,117.39,112.66,106.19,95.9,111.04,100.08,121.59,115.58,127.07,124.18
104012,0,100,26,97.65,85.4,110.61,96.05,100.62,89.05,10,9,3635,102.5179,86.4437,107.49,97.16158,109.05,92.66,96.99,85.26,100.72,79.7,102.79,82.62,100.07,79.29,105.19,87.94
104416,0,65,31,135.55,134.81,119.59,109.7,115.12,108.23,23,0,12040,128.4841,122.4943,124.514,118.1042,134.82,133.66,108.06,102.63,130.75,131.74,133.63,131.7,144.26,143.78,127.85,125.37
104820,0,70,36,93.23,82.55,115.46,105.44,108.94,101.24,15,4,16529,103.5371,86.05419,99.55872,76.44249,117.2,111.48,112.89,107.32,109.61,101.58,102.99,86.13,104.17,86.97,101.67,77.78
105014,0,100,29,125.71,121.69,101.87,87.77,97.68,86.06,21,0,33614,130.17,125.99,115.13,110.52,90.22,67.35,112.89,103.57,104.13,85.35,110.64,95.57,117.16,107.29,123.81,123.5
105115,1,75,31,110.7,106.3,109.62,99.13,106.14,97.76,22,0,20070,119.17,111.07,121.81,113.4,103.91,91.59,126.18,122.75,112.18,105.98,113.81,104.35,122.54,116.5,121.84,116.28
105216,1,75,27,135.55,130.24,138.6,118.44,137.11,120.57,22,0,20162.5,125.67,121.59,126.21,126.51,125.96,116.84,121.89,113.85,144.52,141.25,149.61,147.62,153.36,153.36,127.32,127.97
105620,0,90,34,125.07,122.27,143.94,122.65,115.04,108.08,22,0,11795,125.504,119.3408,120.2309,111.403,121.22,117.3,121.89,117.24,134.77,136.5,137.38,136.67,144.37,143.87,123.98,120.16
105923,0,35,33,115.73,112.28,109.81,99.33,112.7,105.48,22,0,34943.5,129.6218,123.7607,114.8966,103.9747,76.8,53.53,117.39,112.66,105.39,94.52,115.79,107.47,118.07,110.18,123.51,119.01
106016,0,50,33,111.46,107.41,111.97,101.78,113.61,106.4,22,0,27052.5,117.37,108.15,115.38,104.75,116.45,110.4,108.06,102.63,113.59,108.46,115.58,107.06,119.38,112.08,117,107.77
106319,1,65,28,135.55,130.24,128.03,113.71,113.89,103.63,24,0,30114.5,131.75,127.66,126.34,126.74,94.79,72.39,104.06,94.33,117.72,107.24,136.84,132.46,134.67,131.22,131.06,132.49
106521,0,90,29,112.39,106.06,124.39,110.35,113.07,102.39,23,0,27636,135.9465,130.3199,125.0447,124.2095,145.54,137.14,133.93,128.24,135.39,131.41,124.99,117.01,153.36,153.36,133.52,134.58
106824,1,65,22,135.55,130.24,114.82,100.3,111.44,100.96,22,0,12856,119.5151,113.3487,123.0852,120.7369,121.22,110.48,130.38,123.73,130.82,124.28,128.89,122.84,139.38,135.54,122.72,121.7
107018,0,75,26,104.47,95.39,103.3,88.76,101.57,89.66,10,9,3890,120.6881,114.7943,121.8928,119.3654,115.83,103.13,108.06,98.44,105.61,87.55,107.65,90.28,117.5,107.92,122.72,121.64
107220,0,90,26,106.4,98.24,108.78,94.27,97.55,86,19,0,23849,122.0843,117.1965,122.9939,120.5509,104.06,85.5,112.89,103.57,104.55,85.97,109.2,92.85,117.49,107.8,123.73,123.36
107321,0,65,25,135.55,130.24,115.07,100.67,126.63,114.29,23,0,23690,123.78,118.84,128.4,130.2,127.84,119.6,130.38,123.73,136.46,133.33,138.08,133.35,153.36,153.36,127.49,128.4
107422,1,80,22,111.46,104.6,114.79,100.27,126.11,113.75,24,0,25985,134.8629,129.8786,133.0329,134.2571,128.25,119.78,137.98,132.49,132.35,126.89,129.05,123.24,153.36,153.36,135.27,139.39
107725,0,-40,35,114.48,111.31,113.99,103.76,118.66,111.67,10,9,6075,107.0862,91.00412,99.54417,76.41906,106.57,95.29,93.9,84.01,109.56,101.54,113.04,103.28,105.35,88.74,103.39,80.79
108020,1,60,22,108.93,101.12,122.44,108.59,116.83,106.76,21,0,13475,110.5715,97.84483,115.7674,111.3834,113.4,99.57,117.39,108.26,118.6,108.5,120.08,110.22,120.75,112.78,113.59,106.25
108121,0,80,27,122.66,117.47,121.28,107.29,117.54,107.25,16,3,9390,113.59,103.64,117.21,113.17,114.87,101.64,117.39,108.26,124.18,115.5,126.64,119.06,127.48,122.49,115.93,111.32
108222,1,80,35,135.55,134.81,109.98,99.43,118.42,111.49,22,0,18938.5,124.2336,117.8864,127.3699,122.2386,113.4,105.92,144.5,140.86,132.86,134.37,131.93,129.56,146.42,146.49,127.24,124.34
108323,0,80,27,135.55,130.24,119.66,105.58,121.42,110.49,13,6,3750,115.11,106.27,111.61,105.76,119.54,108.45,108.06,98.44,127.61,119.88,130.54,124.93,128.98,124.12,113.81,106.66
108525,1,100,23,103.28,94.1,93.21,80.58,96.17,84.24,18,1,14840,103.24,87.07,106.37,95.11,86.59,63.49,100.43,89.14,92.29,67.64,97.39,73.9,95.09,72.18,104.87,87.61
108828,1,100,32,86.16,71.59,102.62,91.42,105.22,96.53,20,0,28106,119.15,111,118.8,109.34,113.22,105.62,100.43,93.3,98.83,83.74,101.53,83.96,109.78,96.69,120.2,113.24
109123,1,85,32,135.55,134.81,110.02,99.46,120.63,113.15,22,0,14968.5,121.1665,113.8734,129.1086,126.0032,133.26,131.33,133.93,131.78,136.07,138.61,133.97,131.84,151.97,153.36,126.74,123.43
109325,1,75,31,106.4,100.46,118.5,108.27,112.65,105.39,19,0,22602,105.6195,88.74304,110.6675,97.06145,134.82,133.66,96.99,88.33,115.43,112.13,113.81,104.26,113.5,103.1,108.42,89.24
109830,0,100,33,95.07,82.56,99.49,85.9,104.13,92.69,,,,128.7907,124.5156,123.7174,121.8716,94.92,72.46,112.89,103.57,98.6,76.61,104.7,85.62,115.86,104.97,127.71,128.72
110007,0,-20,33,121.82,118.72,111.82,101.59,113.84,106.65,18,1,18739.5,108.4767,93.16592,113.4609,101.9936,105.28,93.58,108.06,102.63,113.46,108.12,118.81,112.05,114.1,104.22,111.21,95.69
110411,1,40,31,104.53,98.19,125.37,115.19,118.25,111.35,16,3,13610,125.44,119.22,126.18,120.91,122.73,119.17,121.89,117.24,123.85,122.5,124.85,120.18,137.55,134.04,127.24,124.37
110613,1,95,29,109.47,101.87,110.78,96.15,94.58,82.44,17,2,14389,121.6983,116.3127,121.337,118.8021,89.64,66.72,130.38,123.73,106.13,88.25,109.3,93.1,118.24,109.09,122.89,122.21
111009,0,90,27,110.7,103.49,124.54,110.43,127.2,114.7,20,0,18051,118.366,111.8473,153.0889,153.0889,86.86,63.58,112.89,103.57,,,,,,,,
111211,0,-15,28,115.73,109.65,115.53,101.08,108.89,98.44,19,0,13970,120.8398,114.9491,123.0176,120.6439,114.52,101.27,121.89,113.85,117.76,107.41,119.75,109.76,128.65,123.48,123.25,122.72
111312,0,80,31,125.71,125.19,117.23,107.04,113.67,106.47,17,2,14810,96.09,76.58,107.67,90.92,118.64,113.41,108.06,102.63,120.33,118.47,120.21,114.12,112.25,101.2,102.01,78.3
111413,0,95,28,100.97,89.97,136.1,118.05,128.39,115.63,13,6,7141,119.01,112.3,109.41,101.2,114.75,101.57,104.06,94.33,120.67,110.99,124.98,117,123.8,117.02,114.74,108.65
111514,1,60,32,108.29,102.47,117.26,107.12,119.81,112.43,17,2,5802,123.8282,118.705,146.9198,147.5815,121.23,116.89,108.06,102.63,,,,,,,,
111716,0,40,32,109.02,103.93,110.53,99.99,100.7,91.15,22,0,19935.5,128.71,122.63,123.57,116.05,103.3,90.75,104.06,97.6,103.92,92.62,111.96,101.46,120.16,113.39,127.54,124.93
112112,1,90,27,118.7,112.44,103.46,88.88,109.37,99.02,21,0,17190,120.0745,113.9437,123.1805,121.0448,113.4,99.57,104.06,94.33,110.01,94.23,116.48,104.52,121.31,113.93,122.98,122.33
112314,0,65,30,101.78,93.95,112.42,102.23,115.73,108.96,18,1,26505,113.6531,101.4668,121.6903,113.2405,110.12,100.43,108.06,102.63,109.73,101.73,115.24,106.59,117.61,109.66,118.69,110.66
112516,0,100,33,109.4,104.28,100.45,89.08,116.96,110.3,11,8,6360,103.4653,85.99869,118.6195,108.9958,111.11,102.2,100.43,93.3,106.95,97.49,112.65,102.48,109.04,95.5,111.25,95.85
112819,0,45,29,125.07,118.78,108.1,93.62,104.61,93.39,20,0,23563,116.64,108.76,126.18,126.47,92.5,69.72,104.06,94.33,105.95,88.04,120.07,110.21,117.94,108.55,122.76,121.99
112920,1,80,31,125.71,125.19,111.59,101.36,104.78,96.04,17,2,20560,116.5932,106.5381,123.8164,116.6878,104.06,91.83,130.38,127.41,117.75,115.57,120.82,115.24,126.9,122.8,121.57,115.82
113215,0,50,26,109.04,101.69,121.37,107.41,142.11,120.75,17,2,9858,128.18,123.94,120.31,117.54,128.55,120.15,130.38,123.73,135.74,132.08,132.95,127.52,150.02,146.88,125.89,125.77
113316,1,70,25,125.71,121.69,104.6,89.94,92.15,79.42,20,0,14194.5,128.293,124.0343,104.8695,91.91275,112.27,97.87,117.39,108.26,111.03,95.84,106.32,88.29,117.48,107.75,117.21,113.65
113417,0,55,30,99.71,90.6,114.61,104.59,106.44,98.24,18,1,11329.5,122.0059,115.1373,110.9909,97.86176,125.64,122.43,117.39,112.66,114.15,109.52,107.88,94.23,119.89,112.94,117.1,108.06
113619,0,100,34,105.09,98.84,109.35,98.91,105.31,96.61,15,4,11902,121.12,113.81,128.7,124.75,111.93,103.5,112.89,107.32,108.75,100.19,113.89,104.48,123.83,118.51,126.71,123.11
113821,0,90,26,135.55,130.24,99.11,85.56,103.68,92.18,21,0,23279,119.3,113.07,115.48,111.04,91.01,68.08,121.89,113.85,110.74,95.3,116.05,103.88,118.24,109.11,118.3,115.11
113922,1,90,32,135.55,134.81,122.39,112.41,109.58,101.84,15,4,11091,106.78,90.5,111.37,98.52,118.78,114,133.93,131.78,132.68,134.06,126.75,122.92,129.36,125.45,109.3,91.33
114116,0,75,30,125.71,125.19,106.33,95.52,97.58,87.75,20,0,33235,118.2538,109.4368,108.4152,92.29438,105.28,93.58,104.06,97.6,107.14,97.8,109.82,97.75,111.3,99.21,113.78,100.99
114217,0,90,29,135.55,134.81,119.5,109.6,111.98,104.61,21,0,17030,140.1555,130.2883,116.0618,105.5423,124.27,120.69,112.89,107.32,127.6,128.13,128.27,125.42,142.14,141.91,129.49,127.38
114318,0,100,22,112,105.2,117.98,103.41,110.53,99.88,16,3,10860,123.4728,118.4968,109.7207,101.9079,135.98,129.22,112.89,103.57,122.7,113.23,114.58,101.65,127.34,122.26,117.22,113.67
114419,1,80,33,122.66,120.31,107.97,97.17,102.27,92.83,13,6,5460,117.8108,108.7584,118.1519,108.2175,121.22,117.3,117.39,112.66,116.06,113.1,114.94,106.26,123.56,118.24,119.09,111.34
114621,1,50,29,93.97,80.91,110.9,96.21,117.4,107.17,15,4,13610,119.2225,112.9296,113.4061,107.9959,111.11,96.12,104.06,94.33,106.8,89.35,109.19,92.81,113.46,101.67,116.97,112.92
114823,0,40,33,135.55,134.81,112.93,102.77,111.75,104.44,22,0,27420,141.0733,130.8151,123.072,114.8731,135.98,134.92,126.18,122.75,133.15,134.48,128.31,125.55,153.36,153.36,134.12,133.1
114924,1,40,28,94.1,81.19,122.29,108.38,111.2,100.69,4,15,6683,96.62,79.02,97.71,77.93,111.56,96.81,91.07,76.81,104.76,86.17,105.78,87.2,97.95,76.08,97.55,75.08
115017,0,90,32,122.66,120.31,107.52,96.73,104.41,95.53,15,4,7310,123.8177,117.4085,108.8303,92.96307,96.06,80.03,104.06,97.6,106.09,95.82,111.75,101.19,112.97,102.13,116.98,107.64
115219,1,50,33,106.85,100.72,125.28,115.12,114.61,107.58,18,1,14200.5,119.2439,111.2563,135.4472,133.761,118.67,113.48,121.89,117.24,121.84,119.95,127.83,125,136.58,133.55,128.58,126.58
115320,0,80,34,102.25,94.96,112.78,102.6,101.82,92.3,14,5,7947,106.23,89.71,107.8,91.26,115.64,109.44,100.43,93.3,105.52,94.78,105.47,90.1,105.21,88.56,107.27,87.1
115724,0,100,23,100.18,88.59,128.04,113.76,123.46,112.1,10,9,5570,102.2321,86.01183,101.4302,85.25415,144.47,136.71,93.9,80.7,122.8,113.45,115.78,103.44,114.21,102.85,101.95,82.77
115825,1,100,23,104.34,95.27,95.79,82.65,112.21,101.52,9,10,7340,96.06393,78.13371,92.84103,69.59044,89.64,66.72,104.06,94.33,98.46,76.5,99.23,76.99,93.07,68.82,95.14,70.59
116120,0,-10,34,93.31,82.66,107.21,96.41,107.8,99.85,,,,103.48,86,101.07,78.77,97.74,82.65,100.43,93.3,98.6,83.34,100.48,82.2,97.24,75.78,102.38,78.98
116221,1,10,25,114.48,108.85,114.64,100.17,108.65,98.09,21,0,14811,113.662,103.7813,118.061,114.211,117.2,104.97,112.89,103.57,115.11,102.79,116.82,105.25,120.24,112.03,116.53,112.16
116423,1,85,28,101.57,91.25,111.2,96.56,117.4,107.17,14,5,12140,93.16209,74.45347,110.2366,102.9178,134.82,127.45,100.43,89.14,114.55,101.73,110.64,95.57,107.71,91.55,101.82,82.43
116524,1,60,27,90.95,76.17,105.89,91.32,111.24,100.75,13,6,7071,98.37,80.83,95.63,74.63,113.16,99.37,108.06,98.44,104.39,85.74,98.77,76.41,97.68,75.57,97.44,74.77
116726,1,55,26,135.55,130.24,129.19,114.71,117.4,107.17,19,0,17030,131.9735,128.0397,113.7863,108.4707,119.98,108.74,126.18,118.14,135.09,131.22,134.19,128.66,144.59,143.4,123.98,123.89
117021,0,65,30,107.69,101.58,119.18,109.21,103.76,94.77,23,0,23229,122.475,115.9135,130.0459,127.1666,122.72,119.1,126.18,122.75,118.8,116.82,118.71,111.89,133.66,130.46,127.72,125.18
117122,0,100,30,135.55,134.81,119.93,110.13,111.15,103.89,24,0,27219.5,122.45,115.9,118.64,109.06,117.47,112.06,117.39,112.66,126.61,127.07,129.01,126.68,134.49,131.87,121.87,116.33
117324,0,80,24,84.68,70,99.85,88.53,105.22,96.53,12,7,4648.5,106.46,89.94,105.88,87.46,105.27,93.56,96.99,88.33,95.02,77.63,96.38,75.31,97.45,76.33,106.36,85.67
117728,0,10,22,113.72,107.36,108.29,93.75,108.52,97.88,,,,112.4629,101.3033,117.6178,113.6777,135.98,129.22,108.06,98.44,117.2,106.29,113.8,100.28,121.12,113.58,115.5,110.47
117930,0,80,33,109.02,103.93,101.68,90.29,94.38,83.78,13,6,10480,124.5595,118.3183,124.5602,118.2387,104.06,91.83,108.06,102.63,101.3,88.12,107.1,92.91,116.78,108.49,126.28,122.75
118023,0,90,26,109.47,101.87,108.67,94.14,118.66,108.15,19,0,7889,107.4202,93.4631,114.31,109.1893,122.72,112.44,100.43,89.14,113.19,99.19,114.96,102.2,113.8,102.25,111.04,101.19
118124,0,90,34,105.63,99.48,123.11,113.03,108.46,100.58,16,3,12745,103.085,85.31203,107.6174,90.69142,99.14,84.87,91.07,80.14,103.87,92.55,112.3,102.15,102.75,84.66,105.57,84.34
118225,1,60,27,135.55,130.24,112.58,97.92,115.38,105.31,23,0,20480,124.4669,119.6527,124.5263,123.3974,99.14,79.15,130.38,123.73,123.88,115.22,130.51,124.82,136.28,132.22,126.22,126.2
118528,0,90,29,108.04,99.78,133.28,117.33,114.23,103.98,8,11,2580,108.8,95.53,118.67,115.13,116.04,103.49,104.06,94.33,117.56,106.92,124.78,116.61,120.47,112.46,114.32,107.59
118730,1,85,23,108.93,101.12,112.99,98.41,110.38,99.78,10,9,4748,106.67,92.22,113.72,108.4,108.71,92.42,112.89,103.57,111.5,96.74,112.84,98.97,112,99.08,110.41,99.71
118831,1,70,22,99.41,87.4,129.85,115.21,118.28,107.86,17,2,11560,128.9936,124.6994,135.6653,140.0933,119.98,108.74,112.89,103.57,119.16,109.26,128.29,121.77,139.25,135.38,134.19,137.29
118932,1,80,26,104.95,96.13,115.43,101.02,113.07,102.39,19,0,17633,122.32,117.51,110.63,103.89,122.66,112.36,104.06,94.33,113.22,99.3,112.05,97.64,119.05,110.42,117.06,113.38
119025,1,90,29,107.69,99.03,113.06,98.49,95.64,83.84,20,0,22365,126.8451,122.8106,130.3676,132.4502,106.57,89.14,144.5,136.46,114.98,102.59,113.13,99.45,132.34,127.91,130.01,131.98
119126,0,80,25,118.7,112.44,104.3,89.66,109.84,99.38,17,2,11761,109.9567,96.90819,105.9275,94.15465,133.26,125.28,112.89,103.57,118.6,108.5,110.09,94.63,116.25,105.89,108.25,94.54
119732,0,90,33,108.89,103.34,100.13,88.76,93.13,82.28,22,0,36035,120.0374,112.3068,121.8928,113.442,91.62,73.5,100.43,93.3,95.64,78.61,105.23,89.71,109.01,95.4,122.48,117.14
119833,0,40,27,116.13,110.97,107,92.39,131.82,117.55,12,7,3407,103.48,87.51,111.45,105.52,110.79,95.8,108.06,98.44,116.87,105.97,121.08,111.65,114.09,102.68,107.76,93.51
120010,0,85,26,135.55,130.24,132.52,116.76,118.28,107.86,24,0,22803,134.6275,129.6689,132.4742,133.8917,131.64,123.33,117.39,108.26,136.44,133.29,142.86,139.37,153.36,153.36,134.92,139.1
120111,0,-45,28,106.04,97.73,111.96,97.4,112.13,101.5,14,5,8590,121.2,115.54,119.1,115.7,116.23,103.61,88.68,72.9,106.18,88.41,114.11,100.96,116.88,107.01,121.5,119.68
120212,0,15,33,121.82,118.72,114.39,104.26,108.82,101.09,22,0,18799,123.53,116.84,126.2,120.98,115.39,109.13,121.89,117.24,119.77,117.91,123.52,118.22,133.61,130.39,126.7,123.06
120414,0,35,26,106.6,98.32,98.53,85.2,96.05,84.09,12,7,13640,111.3651,99.08466,113.784,108.4599,85.34,61.72,100.43,89.14,93.96,69.33,102.26,81.9,100.87,80.31,113,104.91
120515,0,90,26,112.39,106.06,118,103.51,93.8,81.6,21,0,20960,111,98.68,106.11,94.59,100.04,80.41,108.06,98.44,105.35,87.13,107.33,89.72,106.12,88.94,108.81,95.96
120717,0,85,35,121.82,118.72,125.11,114.81,116.57,109.7,20,0,14375,127.0684,121.3676,123.2786,115.461,124.27,120.69,117.39,112.66,128.11,128.67,129.76,127.59,140.34,138.26,126.77,123.49
121315,1,85,29,108.93,101.12,85.01,67.32,92.83,80.37,6,13,4580,86.2,65.02,94.92,73.09,98.41,77.65,117.39,108.26,97.65,75.25,92.81,67.3,90.97,64.38,91.84,65.44
121416,1,60,26,104.47,95.39,104.06,89.4,94.4,82.26,20,0,17810,116.231,108.199,119.6009,116.6002,84.34,61.27,112.89,103.57,97.07,74.66,104.75,85.68,107.48,91.2,119.03,116.24
121618,1,55,32,90.25,77.4,108.85,98.29,112.89,105.65,11,8,3540,116.29,106.02,132.95,130.62,112.98,105.38,104.06,97.6,104.29,93.24,112.34,102.21,119.38,112.11,126.32,122.8
121719,0,70,33,88.06,75.17,111.55,101.25,111.75,104.44,7,12,5030,110.4753,95.87737,108.4893,92.40833,122.72,119.1,108.06,102.63,108.2,99.09,103.89,87.61,108.73,95.08,109.68,92.21
121820,0,90,31,109.4,104.28,118.23,108.04,107.28,99.38,17,2,23010,119.0159,110.7132,128.1198,123.6712,129.82,128.38,100.43,93.3,114.47,110.21,119.66,113.36,126.92,122.97,124.92,121.13
121921,1,75,34,87.75,74.95,112.12,101.83,115.92,109.17,21,0,34030,122.5001,115.9363,123.0852,114.8815,88.71,69.44,108.06,102.63,100.17,86.02,110.11,98.25,113.72,103.44,123.96,119.97
122317,1,95,31,120.32,117.41,103.09,91.88,105.76,97.24,18,1,31683,104.18,86.85,110.94,97.61,97.38,81.98,117.39,112.66,108.63,99.89,110.54,99.21,107.81,92.99,107.82,87.97
122418,0,55,29,112.39,106.06,130.17,115.55,113.42,103.1,21,0,16810,126.1293,122.0148,114.9724,110.3501,146.95,138.01,112.89,103.57,131.34,125.37,123.39,114.45,139.05,135.15,121.87,120.5
122620,1,100,26,92.5,78.94,110.18,95.59,114.15,103.91,16,3,10144.5,123.74,118.79,110.36,103.32,110.6,95.32,108.06,98.44,106.27,88.59,106.28,88.19,113.67,102.05,117.78,114.46
122822,0,60,35,93.23,82.55,106.33,95.52,107.59,99.61,19,0,23838,115.1137,104.2317,115.7786,105.2995,118.67,113.48,104.06,97.6,104.6,93.51,104.89,89.16,110.98,98.76,115.99,105.68
123117,1,90,29,86.16,69.15,123.59,109.72,119.81,108.92,8,11,6069,108.43,95.14,109.67,101.79,115.47,102.81,93.9,80.7,107.13,89.98,110.18,94.81,107.73,91.6,109.28,97.19
123420,0,-50,28,116.13,110.97,115.19,100.84,109.84,99.38,21,0,23361,101.5717,85.14037,115.5518,111.153,145.54,137.14,100.43,89.14,121.75,112.47,117.15,105.75,119.35,110.85,108.82,95.98
123521,1,100,22,105.6,97.37,85.37,68.87,118.28,107.86,15,4,14570,126.7233,122.5732,115.3583,110.8122,133.26,125.28,104.06,94.33,109.38,93.3,105.46,86.86,120.5,112.48,122.56,121.15
123723,0,75,32,100.35,91.68,113.3,103.06,107.92,99.98,7,12,4760,101.6404,83.59125,106.2108,88.21137,100.29,86.51,100.43,93.3,102.55,90.32,106.47,91.91,100.65,81.23,104.08,81.78
123824,1,100,23,93.31,80.08,100.91,86.98,99.32,87.72,8,11,5390,93.66479,74.97115,92.39136,68.6812,107.8,90.9,100.43,89.14,97.47,75.17,93.88,68.27,92.09,65.53,94.01,68.87
123925,0,50,26,135.55,130.24,138.91,118.63,126.15,113.86,16,3,16645,124.01,119.06,103.19,88.71,130.11,122.06,112.89,103.57,138.52,136.39,136.83,132.46,138.08,134.47,114.09,107.26
124220,1,30,33,93.31,82.66,114.32,104.15,117.18,110.49,18,1,14091,106.5,90,107.3,90.14,110.35,100.98,121.89,117.24,112.27,106.24,107.96,94.43,110.1,97.32,107.2,86.89
124422,0,45,31,96.55,86.89,110.66,100.25,109.58,101.84,18,1,10826.5,91.33,70.97,108.33,92.16,115.67,109.47,93.9,84.01,103.63,92.17,105.67,90.38,98.64,78.37,100.07,75.34
124624,0,35,26,107.51,99.02,118.76,104.39,122.27,111.26,13,6,7860,111.6256,99.69765,118.8523,115.3188,131.64,123.33,144.5,136.46,133.93,129.5,121.57,112.19,135.54,131.9,115.65,110.92
124826,0,35,32,88.06,75.17,115.6,105.57,121.91,114.17,10,9,6405,120.9202,113.4859,128.207,123.8281,124.27,120.69,104.06,97.6,111.5,104.53,116.05,107.96,126.05,120.91,126.28,122.76
125222,1,25,26,135.55,130.24,104.48,89.8,97.65,86.06,23,0,30249,130.1292,125.9454,124.9112,124.1046,106.57,89.14,133.93,128.24,118.29,108.14,119.41,109.4,134.09,130.29,128.85,131.21
