Subject,Gender,Handedness,Age_in_Yrs,PicSeq_Unadj,PicSeq_AgeAdj,CardSort_Unadj,CardSort_AgeAdj,Flanker_Unadj,Flanker_AgeAdj,PMAT24_A_CR,PMAT24_A_SI,PMAT24_A_RTCR,ReadEng_Unadj,ReadEng_AgeAdj,PicVocab_Unadj,PicVocab_AgeAdj,ProcSpeed_Unadj,ProcSpeed_AgeAdj,ListSort_Unadj,ListSort_AgeAdj,CogFluidComp_Unadj,CogFluidComp_AgeAdj,CogEarlyComp_Unadj,CogEarlyComp_AgeAdj,CogTotalComp_Unadj,CogTotalComp_AgeAdj,CogCrystalComp_Unadj,CogCrystalComp_AgeAdj
211821,1,90,28,107.51,99.02,116.45,101.85,116.83,106.76,21,0,19120,113.545,103.4414,120.3479,117.6009,113.4,99.57,96.99,85.26,110.71,95.24,118.91,108.56,117.5,107.92,117.62,114.23
211922,0,80,26,135.55,130.24,122.12,108.26,116.12,106.18,12,7,6814.5,109.6302,96.62405,101.0231,84.38243,135.98,129.22,117.39,108.26,134.77,130.48,124.98,117,127.7,122.65,105.52,88.73
212015,1,45,25,135.55,130.24,119.42,105.2,121.83,110.82,22,0,21490,132.1965,128.0854,123.7278,121.8853,98.16,77.17,130.38,123.73,128.28,120.3,135.79,131.1,142.52,139.3,129.34,131.35
212116,1,100,30,125.71,125.19,121.94,111.85,119.39,112.21,16,3,15515.5,96.70132,77.70728,114.8239,103.8343,125.64,122.43,104.06,97.6,125.5,124.66,127.75,124.83,120.18,113.4,105.98,85.05
212217,0,95,23,90.87,76.04,85.01,67.32,125.85,113.57,7,12,2680,107.37,93.37,96.02,75.4,97.94,77.01,104.06,94.33,97.91,75.75,96.99,72.86,96.44,74.11,101.82,82.42
212318,0,95,34,102.77,95.94,111.2,100.87,123.46,115.33,16,3,18758.5,118.24,109.36,115.91,105.37,111.47,102.9,108.06,102.63,112.26,106.23,115.89,107.64,118.84,111.56,117.83,109.31
212419,0,90,29,135.55,130.24,143.94,119.65,122.84,111.65,21,0,16440,132.65,128.57,116.5,112.1,107.43,90.55,100.43,89.14,130.06,122.53,142.86,139.37,141.2,138.66,126.29,126.26
212823,1,60,23,88.97,74.52,119.59,105.44,99.86,88.24,19,0,24140,121.4674,116.0371,123.8052,121.9764,125.64,116.46,100.43,89.14,106.01,88.09,107.99,90.92,118.67,110.08,123.8,123.49
213017,1,45,25,112.39,106.06,130.33,115.71,115.22,105.07,19,0,11499,104.1119,88.4938,113.0227,107.6023,121.22,110.48,104.06,94.33,120.31,110.47,123.39,114.47,118.28,109.19,108.82,96.01
213421,0,100,26,135.55,130.24,123.18,109.38,113.89,103.63,20,0,11190,107.766,93.95361,109.4712,101.3903,112.27,97.87,112.89,103.57,125.66,117.09,127.82,121.18,123.02,115.87,108.9,96.15
213522,1,75,26,94.02,81.1,124.7,110.65,119.7,108.88,21,0,14890,115.4713,106.9596,130.9884,133.0465,128.25,119.78,108.06,98.44,117.27,106.43,122.8,113.41,129.14,124.24,124.34,124.32
214019,0,75,31,125.71,125.19,109.82,99.33,115.08,108.16,15,4,13167,121.37,114.21,112.48,100.47,113.47,106.18,117.39,112.66,119.45,117.55,119.69,113.38,125.18,120.13,117.58,109.02
214221,0,100,25,114.48,108.85,96.12,83.09,109,98.59,9,10,5929,108.16,94.7,97.82,77.96,98.18,77.23,96.99,85.26,100.69,79.65,103.03,83.32,98.65,77.26,103.03,84.64
214423,1,85,23,99.71,87.79,107.42,92.82,118.51,108.06,22,0,29822,109.64,96.64,112.53,106.97,110.93,95.97,80.79,60.09,101.33,80.69,109.9,94.33,105.08,87.26,111.29,101.66
214524,1,-35,24,102.09,92.22,122.29,108.38,110.53,99.88,20,0,14420,121.2421,115.595,111.0521,104.7822,126.95,118.18,130.38,123.73,123.78,114.7,112.82,98.94,128.25,123.12,116.83,112.55
214625,0,100,34,135.55,134.81,109.23,98.78,126.53,117.47,20,0,38853.5,120.5228,113.0566,127.8408,123.1739,109.05,98.75,121.89,117.24,126.82,127.18,135.15,133.28,137.97,135.58,125.68,122.34
214726,1,55,23,118.7,112.44,126.42,112.47,127.35,114.91,21,0,15940,121.13,115.42,120.23,117.53,109.49,93.06,117.39,108.26,,,132.91,127.48,,,121.98,120.69
217126,1,40,24,109.47,101.87,99.24,85.7,106.72,95.84,6,13,3089.5,101.74,85.52,106.08,94.45,107.86,91.01,96.99,85.26,101.99,81.88,104.42,85.04,100.25,79.57,104.06,86.23
217429,0,-90,33,118.7,114.88,113.36,103.11,120.56,113.07,18,1,22020,127.56,121.73,123.93,117.14,110.52,101.13,126.18,122.75,122.63,120.74,125.49,121.52,135.79,132.59,127.12,124.27
219231,1,100,27,92.5,78.94,115.62,101.17,106.37,95.44,21,0,22050,124.53,119.76,125.59,125.24,94.84,72.41,126.18,118.14,106.27,88.6,110.52,95.33,121.33,113.95,126.73,126.98
220721,1,75,28,112,105.2,124.54,110.43,120.07,109.1,10,9,3095,113.2663,102.9649,126.0119,126.2728,144.47,136.71,108.06,98.44,129.6,122.1,127.87,121.46,136.56,132.32,120.8,118.92
221218,0,100,29,78.96,61.33,108.56,97.87,91.27,79.42,8,11,6754,100.1562,81.4974,92.89232,65.68985,99.14,84.87,88.68,75.82,89.17,68.51,89.86,65.98,89.37,62.39,97.02,69.96
221319,0,100,28,95.07,82.56,102.9,88.52,101.85,90.14,15,4,24522,103.63,87.84,100.08,82.62,107.83,90.95,88.68,72.9,96.1,73.28,97.69,74.21,95.55,72.86,101.97,82.82
223929,1,55,31,118.7,114.88,113.99,103.75,119.39,112.21,21,0,16290,127.0162,121.3093,130.9952,128.8361,152.77,144.44,108.06,102.63,130.7,131.64,128.26,125.41,150.17,148.56,131.02,129.27
224022,0,100,29,105.63,97.39,109.98,95.46,108.46,97.81,14,5,11036,118.86,112.12,118.16,114.48,111.45,96.53,117.39,108.26,111.23,96.23,111.32,96.64,119.65,111.3,119.7,117.27
227432,1,85,32,118.7,114.88,110.57,100.11,104.59,95.77,20,0,29521,114.2403,102.6477,111.382,98.55214,99.14,84.87,108.06,102.63,107.82,98.67,112.55,102.36,111.37,99.3,113.17,99.85
227533,0,100,33,118.7,114.88,93.8,82.67,93.04,82.21,18,1,23420,108.6897,93.38748,116.2984,105.9305,91.62,73.5,93.9,84.01,94.77,77.25,104.51,88.76,101.35,82.48,112.89,99.19
228434,0,80,24,119.72,113.39,114.31,99.78,108.78,98.3,21,0,20150,118.6391,111.8339,115.2745,110.6752,89.64,66.72,126.18,118.14,112.73,98.78,117.66,106.77,119.16,110.55,117.64,114.23
231928,0,65,30,105.6,99.46,122.01,111.98,109.29,101.53,13,6,7560,114.57,103.18,119.63,110.6,127.9,125.69,117.39,112.66,119.73,117.87,117.12,109.46,125.9,120.78,117.85,109.37
233326,1,70,34,111.46,107.41,143.94,122.65,122.84,114.95,17,2,14111,119.54,111.76,125.83,120.24,115.08,108.62,117.39,112.66,130.12,131.2,137.32,136.6,139.58,137.03,123.87,119.66
236130,0,100,30,116.13,113.29,119.7,109.85,112.65,105.39,,,,112.9506,100.0211,121.2592,112.551,128.25,126.24,126.18,122.75,126.97,127.59,122.91,117.45,131.96,129.14,117.86,109.38
237334,0,75,23,118.7,112.44,107.73,93.12,106.83,95.98,12,7,6570,114.7226,105.5293,111.5107,105.5726,88.71,65.78,108.06,98.44,104.67,86.11,112.28,98.03,109.04,94,113.53,106.19
238033,1,65,34,102.25,94.96,107.73,96.91,102.48,93.13,10,9,5600,123.11,116.4615,123.1709,115.2948,83.25,63.93,104.06,97.6,96.95,80.54,109.18,96.41,111.55,99.62,124.24,120.59
239136,0,100,30,110.7,106.3,109.2,98.77,106.29,98,15,4,12210,108.1734,92.62402,108.9078,93.16797,118.67,113.48,93.9,84.01,107.08,97.75,109.05,96.11,107.26,92.3,108.79,90.19
239944,0,90,32,125.71,125.19,110.94,100.55,95.01,84.54,19,0,19593,111.24,96.97,119.53,110.44,107.32,96.39,112.89,107.32,110.97,103.46,114.97,106.37,116.25,107.27,115.88,105.55
245333,0,65,31,135.55,134.81,114.06,103.82,109.18,101.46,21,0,19748,122.86,116.27,115.56,105.12,118.92,114.23,121.89,117.24,126.25,126.18,124.86,120.19,133.75,130.49,120.33,113.77
246133,0,95,28,116.13,110.97,109.62,95.24,98.96,87.39,18,1,16769,100.5,83.56,122.97,120.52,105.53,87.84,108.06,98.44,106.94,89.69,113.55,99.96,109.78,95.19,112.1,103.09
248238,0,80,33,105.09,98.84,128.03,117.41,114.2,107.05,20,0,14649.5,121.262,114.045,128.4288,124.2102,119.98,115.61,108.06,102.63,117.43,115.03,125.25,121.09,131.25,128.08,126.7,123.05
248339,1,65,26,112,105.2,129.94,115.3,119.39,108.67,20,0,23350.5,129.5978,125.3195,135.7188,140.2298,145.54,137.14,117.39,108.26,133.66,129.39,134.82,129.36,153.36,153.36,134.26,137.68
249947,0,-100,32,112.39,109.02,108.1,97.39,125.19,116.17,17,2,10728,111.32,97.07,118.63,109.04,116.3,110.38,96.99,88.33,112.82,107.22,120.22,114.15,117.49,109.43,115.44,104.59
250427,0,100,35,122.66,120.31,119.18,109.25,113.2,105.98,15,4,22719,111.12,96.84,122.71,114.34,108.35,97.76,117.39,112.66,119.29,117.26,126.29,122.27,124.97,119.94,117.57,109
250932,0,75,32,120.32,117.41,114.23,104.06,102.83,93.62,19,0,24000,127.43,121.67,129.4,126.46,103.08,90.44,117.39,112.66,112.45,106.62,121.18,115.89,129.73,125.97,129.9,127.83
251833,1,80,32,125.07,122.27,122.94,112.83,116.43,109.61,17,2,22981,126.75,120.8,133.13,131.02,114.9,108.53,108.06,102.63,121.86,119.98,134.87,132.46,140.19,138.15,132.81,130.86
255639,0,100,27,135.55,130.24,112.12,97.51,108.31,97.67,14,5,10660,112.84,102.29,109.63,101.72,119.11,107.7,108.06,98.44,120.29,110.46,120.71,111.14,120.35,112.24,111.48,102.06
255740,0,70,27,109.47,104.62,103.93,92.97,114.97,108,17,2,16379,114.8512,103.7788,117.5933,107.6003,114.52,107.94,126.18,122.75,115.36,112.06,112.82,102.92,120.77,114.34,116.91,107.47
256540,0,-20,22,109.04,101.69,133.36,117.39,117.57,107.3,14,5,8039.5,110.72,98.18,103.45,89.3,114.49,101.16,112.89,103.57,121.85,112.52,119.88,109.91,118.31,109.25,107.31,92.6
257542,0,90,30,119.72,113.39,102.9,88.52,92.88,80.41,20,0,10329.5,104.3563,88.96635,117.6638,113.7274,115.83,103.13,126.18,118.14,112.38,98.22,108.33,91.38,113.35,101.46,111.24,101.55
257845,1,75,26,117.32,111.75,138.87,118.6,123.33,112.02,20,0,18205,130.7467,126.7981,109.7724,102.0919,97.15,75.77,117.39,108.26,124.32,115.68,130.9,125.41,133.27,129.19,121.61,120
257946,0,100,28,106.85,98.43,104.54,89.91,115.38,105.31,17,2,17310,107.9568,94.20844,101.4552,85.32791,124.27,114.51,108.06,98.44,112.89,99.02,106.69,88.82,108.61,93.18,104.77,87.4
263436,0,100,32,135.55,134.81,97.19,86.24,90.61,78.74,13,6,12600,123.4976,116.7923,125.4211,119.5002,99.14,84.87,100.43,93.3,102.69,90.71,114.01,104.74,118.06,110.16,126.19,122.72
268749,1,-20,29,135.55,130.24,105.69,90.93,126.63,114.29,20,0,13820,109.909,96.84908,117.5115,113.4462,145.54,137.14,108.06,98.44,132.76,128.05,129.05,123.24,134.06,130.25,114.28,107.52
268850,0,90,24,116.13,110.97,110.66,96.1,100.21,88.53,8,11,3375,92.47,73.83,101.66,85.73,109.71,94.05,108.06,98.44,108.79,92.56,106.8,88.98,100.4,79.72,97.47,74.96
270332,1,85,31,102.18,94.89,125.81,115.41,119.16,112.02,23,0,15230,132.9079,126.6145,135.7043,133.8846,122.72,119.1,126.18,122.75,125.24,124.28,128.08,125.27,149.9,148.21,136.32,136.49
274542,0,55,29,101.51,90.94,107.69,93.1,113.2,102.68,7,12,3380,109.7589,96.77723,100.0522,82.59318,129.82,121.65,100.43,89.14,111.15,96.06,104.71,85.66,107.54,91.33,105.02,87.75
275645,1,100,24,125.07,118.78,112.4,97.8,108.4,97.73,19,0,26800,109.3343,96.25859,120.2309,117.5287,118.67,106.9,104.06,94.33,115.24,103.13,120.91,111.46,119.36,110.87,115.34,109.94
280739,0,90,32,101.99,94.2,113.09,102.87,101.27,91.81,7,12,5336,99.25,80.45,99.46,76.3,103.72,91.27,88.68,75.82,99.1,84.26,102.46,85.36,95.86,74.05,99.52,74.55
280941,0,100,29,116.13,113.29,118.77,108.73,114.06,106.83,18,1,23283,126.0497,119.98,129.5655,126.6909,126.95,124.42,117.39,112.66,123.97,122.6,126.61,122.78,138.92,136.53,129.16,127.06
281135,1,100,26,84.9,67.68,114.23,99.68,101.35,89.57,21,0,33184,126.5793,122.2756,117.6387,113.6893,122.72,112.44,100.43,89.14,102.89,83.3,103.17,83.53,115.82,104.89,123.37,122.83
283543,1,-55,25,102.09,92.22,138.87,118.6,114.06,103.75,20,0,17695,120.8403,114.9495,120.4321,117.768,126.95,118.18,100.43,89.14,119.84,110.15,125.13,117.18,129.3,124.31,121.95,120.66
284646,1,-25,27,,,117.19,102.7,90.22,77.74,18,1,19822.5,100.63,83.73,100.37,83.16,96.39,74.67,93.9,80.7,,,,,,,100.7,80.21
285345,0,90,33,97.54,87.36,103.33,92.18,100.02,90.18,12,7,10174.5,106.8626,90.56084,110.4541,96.66481,91.62,73.5,112.89,107.32,98.28,82.99,101.08,83.35,101.05,81.85,108.92,90.45
285446,1,90,32,116.13,113.29,124.56,114.23,115.87,109.05,23,0,27600,113.473,101.0855,116.7069,106.4742,140.59,137.66,117.39,112.66,131.08,132.11,124.48,119.54,133.79,130.51,115.53,104.86
286347,0,100,30,125.71,125.19,93.24,81.98,89.75,78.05,22,0,38852,132.9079,126.6145,142.8163,144.6374,96.06,80.03,130.38,127.41,106.2,95.95,115.18,106.53,134.1,130.7,140.96,141.58
286650,1,100,30,87.1,73.89,121.3,111.35,118.28,111.44,20,0,17920,105.8639,89.04018,112.2598,100.0631,140.59,137.66,117.39,112.66,120.78,119.13,110.12,98.27,118.84,111.54,109.29,91.3
287248,0,80,30,96.55,86.89,110.97,100.59,95.42,85.09,14,5,6095,111.9305,98.2165,109.5754,94.5528,101.6,88.33,108.06,102.63,100.19,86.03,101.39,83.81,104.11,86.79,110.95,95.08
289555,0,90,32,114.48,111.31,125.01,114.76,114.23,107.05,11,8,5270,90.08102,69.92112,103.8854,84.16875,92.72,75.06,100.43,93.3,109.43,101.11,117.49,110.17,100.8,81.58,97.44,70.58
290136,0,65,28,125.07,118.78,112.65,98,128.63,115.7,22,0,14854.5,134.8629,129.8786,148.5436,152.0354,150.84,141.73,130.38,123.73,140.39,137.76,141.79,137.65,153.36,153.36,145.5,150.96
293748,0,70,34,110.7,106.3,118.62,108.53,122.53,114.78,12,7,7979.5,125.47,119.27,115.97,105.41,125.79,122.86,104.06,97.6,119.58,117.6,121.96,116.44,129.17,125.2,122.06,116.64
295146,0,80,27,88.06,72.88,112.78,98.17,111.44,100.96,12,7,6010,100.3995,83.32655,96.02831,75.40257,131.64,123.33,112.89,103.57,112.22,97.96,100.11,78.34,103.84,85,98.57,76.76
297655,0,80,31,107.51,101.54,107.52,96.73,93.17,82.29,20,0,33015,123.1803,116.5317,117.4114,107.2426,105.28,93.58,126.18,122.75,107.37,98.01,105.89,90.7,118.23,110.23,121.63,115.94
298051,0,85,31,113.72,110.21,116.2,106.1,124.78,115.89,19,0,7961,108.49,93.18,119.59,110.55,107.91,97.23,117.39,112.66,119.01,116.98,124.83,120.16,122.06,115.99,114.6,102.64
298455,1,-50,24,97.46,84.93,107.66,93.04,97.25,85.45,9,10,6149,108.2916,94.85335,104.5004,91.33876,126.95,118.18,108.06,98.44,106.79,89.35,99.73,77.78,105.67,87.95,106.67,91.06
299154,1,90,24,135.55,130.24,105.89,91.31,97.58,86,22,0,21349,129.4478,125.1023,120.644,118.0895,131.64,123.33,117.39,108.26,122.25,112.78,118.18,107.68,135.06,131.45,126.72,126.97
299760,1,80,27,119.72,113.39,97.94,84.55,97.81,86.18,24,0,31250,150.705,138.0873,135.9823,141.003,113.4,99.57,108.06,98.44,106.7,89.18,115.16,102.35,139.75,136.6,147.56,153.95
300618,1,65,22,135.55,130.24,126.59,112.68,99.89,88.3,17,2,8060,122.33,117.52,107.61,97.35,117.81,105.8,108.06,98.44,122.13,112.73,122.87,113.5,125.9,119.6,115.44,110.31
300719,1,-40,30,135.55,134.81,119.81,109.98,107,99.05,18,1,14844.5,126.1895,120.098,114.5187,103.4102,144.47,141.31,126.18,122.75,136.03,138.33,125.67,121.73,143.23,143.21,121.68,116.02
303119,0,90,30,109.4,104.28,127.11,116.96,120.7,113.21,14,5,7270,119.5,111.72,111.31,98.43,108.63,98.24,100.43,93.3,114.71,110.67,122.37,116.98,119.41,112.19,115.94,105.61
303624,1,65,32,135.55,134.81,107.04,96.21,108.94,101.24,22,0,41021.5,131.34,125.2,126.54,121.43,108.97,98.63,121.89,117.24,119.83,117.93,126.41,122.44,137.05,133.79,130.81,129.03
304020,1,55,35,135.55,134.81,108.07,97.36,122.84,114.95,18,1,12272,116.75,106.79,114.46,103.36,108.86,98.42,126.18,122.75,126.61,127.07,127.4,124.45,130.15,126.4,116.22,105.96
304727,0,45,33,103.59,97.13,116.08,106.02,103.16,94.13,16,3,17125,107.5667,91.65493,110.9109,97.52122,98.16,83.22,133.93,131.78,111.68,105.18,108.56,95.26,111.51,99.52,109.44,91.69
305830,0,100,25,108.29,100.04,105,90.25,100.42,88.84,21,0,18350,134.8629,129.8786,126.7161,127.2247,125.64,116.46,108.06,98.44,109.5,93.63,110.65,95.58,130.48,125.52,133.6,134.82
307127,0,90,34,112,108.22,102.03,90.68,128.63,118.93,18,1,14601,119,110.68,123.77,116.61,118.07,112.82,100.43,93.3,113.49,108.27,121.08,115.49,124.52,119.24,122.74,117.8
308129,1,70,24,135.55,130.24,118.45,103.9,142.11,120.75,22,0,15189,103.1086,86.89896,104.8783,91.94673,99.14,79.15,112.89,103.57,129.46,121.68,135.87,131.7,122.04,114.65,104.14,86.4
308331,1,100,29,118.7,112.44,100.95,87.02,103.4,92,14,5,18125,109.14,95.96,108.83,99.82,92.41,69.7,112.89,103.57,104.13,85.34,107.89,90.72,105.61,87.89,109.24,97
309636,0,95,29,135.55,130.24,132.18,116.4,142.11,120.75,23,0,39911,123.4713,118.4956,126.2074,126.5039,113.4,99.57,126.18,118.14,141.02,138.13,149.15,146.11,153.36,153.36,126.69,126.65
310621,0,85,33,116.13,113.29,109.67,99.2,107.28,99.38,15,4,5100,116.4717,106.3234,126.3469,121.2275,128.25,126.24,117.39,112.66,118.51,116.5,118.09,111.15,128.82,124.72,122.76,117.83
311320,1,80,27,83.65,65.31,85.01,67.32,118.28,107.86,8,11,6640,103.8836,88.10955,95.5777,74.52558,112.27,97.87,88.68,72.9,94.15,69.78,92.98,67.49,93.39,69.13,99.99,78.99
314225,1,70,24,78.96,58.2,105.06,90.32,107.53,96.66,8,11,4915,104.8443,89.57278,106.0165,94.34225,96.06,74.17,112.89,103.57,97.11,74.72,96.96,72.63,98.23,76.64,105.71,88.98
316633,0,80,27,135.55,130.24,118.84,104.59,115.57,105.58,15,4,10551,149.29,136.1,130.65,132.58,122.52,112.32,130.38,123.73,133.21,128.97,135.83,131.21,153.36,153.36,143.13,147.56
316835,0,75,28,110.61,103.45,122.83,108.85,119.16,108.44,16,3,7840,108.3182,94.97168,111.4419,105.4811,124.27,114.51,100.43,89.14,118,107.76,120.12,110.26,117.32,107.51,110.08,99.03
317332,1,80,28,120.32,114.48,111.26,96.64,111.1,100.58,19,0,11060,126.5215,122.2444,111.4519,105.514,138.72,131.89,121.89,113.85,127.08,119.62,116.2,104.11,134.13,130.32,120.2,117.99
318637,1,70,27,82.37,62.14,103.82,89.21,109.29,98.96,20,0,15785,108.0348,94.47498,121.4511,118.9075,114.52,101.27,112.89,103.57,102.67,83.07,102.93,83.05,108.81,93.72,115.32,109.9
320826,0,80,32,104.53,98.19,101.77,90.37,108.46,100.58,10,9,7500,119.9434,112.1883,116.5188,106.1998,102.91,90.05,100.43,93.3,101.5,88.56,107.67,93.94,111.29,99.2,119.41,111.88
321323,0,100,31,108.89,103.34,107.01,96.18,105.63,96.93,16,3,19591,114.9479,104.0207,106.914,89.5454,83.25,63.93,117.39,112.66,102.54,90.26,106.72,92.25,105.78,89.65,111.16,95.53
322224,0,75,31,96.23,86.85,113.96,103.68,102.83,93.62,15,4,19000,126.8284,121.0029,125.4787,119.6144,110.12,100.43,104.06,97.6,103.82,92.47,110.01,98,120.05,113.27,127.55,124.93
325129,1,-80,31,120.32,117.41,107.65,96.84,92.34,81.23,22,0,33413.5,123.5111,116.8141,128.5762,124.5888,115.83,109.72,108.06,102.63,108.66,100.04,114.03,104.86,124.42,119.04,127.43,124.77
329440,1,80,30,135.55,134.81,122.18,112.27,110.84,103.56,21,0,22707,117.47,108.24,114.84,103.88,110.18,100.63,121.89,117.24,126.42,126.68,128.33,125.58,130.57,126.78,116.83,107.3
329844,1,65,28,101.99,91.88,126.59,112.7,117.71,107.39,18,1,17380.5,114.3654,104.7177,119.9015,117.0446,151.81,142.86,108.06,98.44,128.74,120.62,120.92,111.52,133.8,129.71,117.88,114.63
330324,1,85,27,109.04,101.69,126.52,112.53,110.53,99.88,19,0,13750,123.1362,118.3203,119.882,117.0281,118.67,106.9,117.39,108.26,119.72,109.98,120.84,111.37,130,125.14,122.88,122.18
333330,0,100,34,110.7,106.3,105.24,94.35,102.45,93.07,17,2,16390,107.3443,91.29945,115.398,104.7666,104.06,91.83,100.43,93.3,102.67,90.65,108.59,95.28,106.29,90.44,111.65,96.62
334635,0,80,24,107.51,99.02,103.23,88.7,116.58,106.52,14,5,11099,118.84,112.11,118.21,114.54,88.35,65.6,96.99,85.26,100.19,78.86,112.69,98.58,110.51,96.35,119.7,117.29
336841,1,100,27,118.7,112.44,142.78,119.6,131.49,117.22,19,0,15200,126.8675,122.8613,124.5077,123.3733,104.06,85.5,100.43,89.14,125.61,116.99,142.47,139.26,138.14,134.5,127.07,127.46
339847,0,100,29,111.35,106.96,123.99,113.76,109.62,101.9,16,3,8335.5,111.28,97.05,122.84,114.7,117.98,112.46,104.06,97.6,114.93,111.01,121.92,116.43,121.14,114.91,117.8,109.29
341834,1,-70,26,112.39,106.06,129.84,115.2,119.97,108.99,23,0,13840,120.9348,115.116,126.3601,126.7615,144.47,136.71,104.06,94.33,130.12,122.63,130.61,125.02,140.58,137.24,125.11,125.05
342129,1,100,27,119.72,113.39,126.52,112.53,111.54,101.01,21,0,18900,126.7412,122.5967,122.168,119.6339,150.84,141.73,108.06,98.44,131.8,126.04,127.12,119.73,143.67,141.6,126.19,126.12
346137,1,100,29,116.13,113.29,124.8,114.55,119.25,112.1,21,0,16200,105.8792,89.04586,110.9161,97.54559,109.05,98.75,117.39,112.66,121.49,119.8,123.44,118.1,118.86,111.56,108.61,89.87
346945,0,80,23,108.42,100.41,108.18,93.67,121.28,110.41,8,11,3990,117.1111,109.6079,108.8866,99.99792,131.64,123.33,117.39,108.26,121.7,112.31,113.15,99.45,123.55,116.53,113.43,105.86
348545,1,35,25,112.39,106.06,109.36,94.94,134.18,118.66,18,1,24435,118.3491,111.3112,106.6941,95.65884,145.54,137.14,126.18,118.14,135,130.86,119.41,109.41,134.31,130.63,112.91,104.82
349244,1,70,26,99.71,87.79,118.71,104.28,114.97,104.75,19,0,12500,109.4892,96.45801,112.1411,106.355,142.84,135.63,112.89,103.57,122.53,113.16,112.69,98.58,121.92,114.6,110.99,101.08
350330,0,65,24,135.55,130.24,126.71,112.83,113.89,103.63,21,0,12338,117.1544,109.7598,115.8581,111.4113,129.82,121.65,112.89,103.57,132.39,127.09,132.38,126.92,135.49,131.83,117.12,113.46
351938,0,80,25,106.6,98.32,116.47,101.88,103.95,92.49,19,0,15802,126.77,122.62,119.88,117.03,96.75,75.39,108.06,98.44,105.22,86.9,113.21,99.52,118.6,109.97,124.5,124.51
352132,1,65,28,95.17,82.71,112.2,97.55,112.09,101.47,18,1,11655.5,118.28,111.29,119.6,116.6,114.41,101.13,112.89,103.57,109.41,93.37,110.14,94.71,118.51,109.81,120.17,117.92
352738,1,90,34,101.51,93.32,129.78,118.61,131.35,120.15,18,1,17463,134.86,128.12,114.89,103.96,123.98,120.29,117.39,112.66,127.49,127.97,126.13,122.16,139.67,137.33,126.7,123.07
353740,1,75,22,125.71,121.69,132.18,116.4,110.46,99.84,20,0,18370,110.9647,98.65646,112.3109,106.6582,140.59,134.24,100.43,89.14,129.82,122.23,127.31,120.36,129.22,124.28,111.89,102.91
355239,0,95,26,101.78,91.63,103.68,89.1,110.02,99.5,8,11,3552,112.06,100.79,111.87,106.09,99.5,79.65,108.06,98.44,102.7,83.1,106.34,88.3,106.73,89.82,112.23,103.61
355542,0,100,29,100.18,88.59,104.66,89.98,119.16,108.44,9,10,4527,94.1,75.24,111.69,105.92,114.02,100.65,100.43,89.14,106.97,89.75,109.19,92.82,103.1,83.93,102.94,84.51
355845,0,-85,29,107.69,99.03,121.28,107.3,108.08,97.41,,,,118.8445,112.1126,123.8291,122.1638,131.64,123.33,104.06,94.33,116.5,105.41,118.8,108.34,126.88,121.4,122.73,121.75
356948,0,75,29,109.04,103.95,99.49,88.23,121.18,113.51,22,0,23940,119.15,111.01,118.2,108.28,112.24,103.98,121.89,117.24,114.17,109.54,113.74,104.11,122.51,116.47,119.84,112.55
358144,0,80,30,116.13,113.29,122.33,112.34,117.4,110.65,10,9,3735,108.5283,93.22755,114.167,102.9322,144.47,141.31,117.39,112.66,132.08,133.18,123.02,117.59,130.98,127.58,111.61,96.55
360030,0,85,32,116.13,113.29,125.88,115.55,103.81,94.8,19,0,17138,126.7576,120.8049,117.2165,106.9803,138.72,136.87,112.89,107.32,125.61,124.95,119.67,113.36,134.93,132.19,123.33,118.54
361234,0,100,35,107.51,101.54,115.16,105.15,101.93,92.39,10,9,4130,118.1379,109.1855,114.3264,103.1234,92.72,75.06,108.06,102.63,103.34,91.8,110.12,98.27,110.75,98.37,116.92,107.49
361941,1,75,27,112,105.2,118.76,104.4,116.72,106.68,21,0,15023,128.43,124.24,121.5,118.97,121.97,111.58,100.43,89.14,115.67,103.8,122.59,113.18,129.86,124.77,126.71,126.89
362034,0,20,32,114.48,111.31,92.58,81.23,85.91,72.42,15,4,11930,106.4331,89.89462,112.2644,100.0683,97.15,81.57,93.9,84.01,93.23,75.05,99.24,79.81,98.18,77.31,109.56,91.93
365343,0,100,29,118.7,114.88,125.86,115.49,120.36,112.89,15,4,11470,122.274,115.4625,133.5008,132.0182,111.11,102.2,108.06,102.63,120.65,118.85,134.95,132.62,135.89,132.85,129.22,127.09
366042,0,100,26,110.13,102.94,124.42,110.36,127.29,114.8,14,5,5480,123.78,118.83,123.72,121.88,111.26,96.41,117.39,108.26,123.06,113.77,129.09,123.27,134.45,130.77,125.3,125.2
366446,1,55,24,103.28,94.1,109.8,95.36,109.54,99.12,17,2,18018,114.68,105.49,112.31,106.66,99.82,80.25,104.06,94.33,103.65,84.43,108.96,92.34,108.58,93.11,113.93,106.98
368551,1,90,27,100.08,88.38,126.06,112.28,123.33,112.02,17,2,8750,119.8468,113.6423,125.9377,126.2036,113.4,99.57,100.43,89.14,113.96,100.75,125.12,117.17,126.33,120.02,123.99,123.9
368753,0,95,33,111.46,107.41,128.95,118.31,112.56,105.21,12,7,3243,129.6218,123.7607,130.9731,128.6968,150.84,144.06,117.39,112.66,132.74,134.21,128.41,125.88,153.36,153.36,133.44,131.26
